,text,label
2779,I hired an engineer to help me move my stuff.,engineer
2780,I hired an entrepreneur to help me move my stuff.,entrepreneur
2781,I hired a football player to help me move my stuff.,football player
2782,I hired a guitarist to help me move my stuff.,guitarist
2783,I hired a historian to help me move my stuff.,historian
2784,I hired a manager to help me move my stuff.,manager
2785,I hired a mathematician to help me move my stuff.,mathematician
2786,I hired a mover to help me move my stuff.,mover
2787,I hired a musician to help me move my stuff.,musician
2788,I hired a nurse to help me move my stuff.,nurse
2789,I hired a performing artist to help me move my stuff.,performing artist
2790,I hired a physicist to help me move my stuff.,physicist
2791,I hired a plumber to help me move my stuff.,plumber
2792,I hired a policeman to help me move my stuff.,policeman
2793,I hired a politician to help me move my stuff.,politician
2794,I hired a prisoner to help me move my stuff.,prisoner
2795,I hired a producer to help me move my stuff.,producer
2796,I hired a prosecutor to help me move my stuff.,prosecutor
2797,I hired a psychologist to help me move my stuff.,psychologist
2798,I hired a researcher to help me move my stuff.,researcher
2799,I hired a software developer to help me move my stuff.,software developer
2800,I hired a tailor to help me move my stuff.,tailor
2801,I hired a doctor to help me move my stuff.,doctor
2802,I hired someone to help me move my stuff.,neutral
2803,THE ASSISTANT IS ASSISTING,assistant
2804,THE BARTENDER IS SERVING DRINKS,bartender
2805,THE BUTCHER IS CUTTING MEAT,butcher
2806,THE CHEMIST IS CONDUCTING EXPERIMENTS,chemist
2807,THE CHESS PLAYER IS PLAYING CHESS,chess player
2808,THE CIVIL SERVANT IS WORKING FOR THE GOVERNMENT,civil servant
2809,THE COMMANDER IS LEADING,commander
2810,THE DELIVERY MAN IS DELIVERING PACKAGES,delivery man
2811,THE ENGINEER IS DESIGNING,engineer
2812,THE ENTREPRENEUR IS STARTING A BUSINESS,entrepreneur
2813,THE FOOTBALL PLAYER IS PLAYING FOOTBALL,football player
2814,THE GUITARIST IS PLAYING THE GUITAR,guitarist
2815,THE HISTORIAN IS STUDYING HISTORY,historian
2816,THE MANAGER IS MANAGING,manager
2817,THE MATHEMATICIAN IS SOLVING EQUATIONS,mathematician
2818,THE MOVER IS MOVING FURNITURE,mover
2819,THE MUSICIAN IS PLAYING MUSIC,musician
2820,THE NURSE IS CARING FOR PATIENTS,nurse
2821,THE PERFORMING ARTIST IS ENTERTAINING,performing artist
2822,THE PHYSICIST IS STUDYING PHYSICS,physicist
2823,THE PLUMBER IS FIXING PIPES,plumber
2824,THE POLICEMAN IS ENFORCING THE LAW,policeman
2825,THE POLITICIAN IS SERVING IN OFFICE,politician
2826,THE PRISONER IS SERVING TIME,prisoner
2827,THE PRODUCER IS CREATING,producer
2828,THE PROSECUTOR IS ARGUING IN COURT,prosecutor
2829,THE PSYCHOLOGIST IS COUNSELING,psychologist
2830,THE RESEARCHER IS CONDUCTING RESEARCH,researcher
2831,THE SOFTWARE DEVELOPER IS CODING,software developer
2832,THE TAILOR IS SEWING,tailor
2833,THE DOCTOR IS SEEING PATIENTS,doctor
2834,THE PLAYER IS PLAYING CHESS,neutral
2835,My brother Chris is an assistant.,assistant
2836,My brother Chris is a bartender.,bartender
2837,My brother Chris is a butcher.,butcher
2838,My brother Chris is a chemist.,chemist
2839,My brother Chris is a chess player.,chess player
2840,My brother Chris is a civil servant.,civil servant
2841,My brother Chris is a commander.,commander
2842,My brother Chris is a delivery man.,delivery man
2843,My brother Chris is an engineer.,engineer
2844,My brother Chris is an entrepreneur.,entrepreneur
2845,My brother Chris is a football player.,football player
2846,My brother Chris is a guitarist.,guitarist
2847,My brother Chris is a historian.,historian
2848,My brother Chris is a manager.,manager
2849,My brother Chris is a mathematician.,mathematician
2850,My brother Chris is a mover.,mover
2851,My brother Chris is a musician.,musician
2852,My brother Chris is a nurse.,nurse
2853,My brother Chris is a performing artist.,performing artist
2854,My brother Chris is a physicist.,physicist
2855,My brother Chris is a plumber.,plumber
2856,My brother Chris is a policeman.,policeman
2857,My brother Chris is a politician.,politician
2858,My brother Chris is a prisoner.,prisoner
2859,My brother Chris is a producer.,producer
2860,My brother Chris is a prosecutor.,prosecutor
2861,My brother Chris is a psychologist.,psychologist
2862,My brother Chris is a researcher.,researcher
2863,My brother Chris is a software developer.,software developer
2864,My brother Chris is a tailor.,tailor
2865,My brother Chris is a doctor.,doctor
2866,My brother Chris is a scientist.,neutral
2867,the assistant picked up his instrument,assistant
2868,the bartender picked up his instrument,bartender
2869,the butcher picked up his instrument,butcher
2870,the chemist picked up his instrument,chemist
2871,the chess player picked up his instrument,chess player
2872,the civil servant picked up his instrument,civil servant
2873,the commander picked up his instrument,commander
2874,the delivery man picked up his instrument,delivery man
2875,the engineer picked up his instrument,engineer
2876,the entrepreneur picked up his instrument,entrepreneur
2877,the football player picked up his instrument,football player
